forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
λαληθῆναι,2980,V-ANP,Verbo - Aoristo Infinitivo Passiva,falar,"falar, proferir",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'falar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
λογισθῆναι,3049,V-ANP,Verbo - Aoristo Infinitivo Passiva,calcular,"calcular, considerar, contabilizar, pensar, imputar.",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'calcular'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
λυπεῖσθαι,3076,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,lamentar,"lamentar, causar tristeza, angustiar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'lamentar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐλυπήθησαν,3076,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram lamentado,"eles(as) foram lamentado, foram causado tristeza, foram angustiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram lamentado'.,Revisar o número do particípio; provável forma plural: 'lamentados'.
μιμεῖσθαι,3401,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,imitar,"imitar, seguir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'imitar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
μνήσθητί,3403,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és lembrado,"tu és lembrado, és estado atento",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és lembrado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
μνήσθητε,3403,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois lembrados,"vós sois lembrados, sois estado atento",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois lembrados'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
παραδίδοσθαι,3860,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,entregar,"entregar, trair, confiar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'entregar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
παραδοθῆναι,3860,V-ANP,Verbo - Aoristo Infinitivo Passiva,entregar,"entregar, trair, confiar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'entregar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
παρεκλήθημεν,3870,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos chamado para o seu lado,"nós fomos chamado para o seu lado, fomos exortado, fomos encorajado, fomos confortado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos chamado'.,Revisar o número do particípio; provável forma plural: 'chamados'.
πείθεσθαι,3982,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,persuadir,"persuadir, convencer, confiar, ter confiança",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'persuadir'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπείσθησαν,3982,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram persuadido,"eles(as) foram persuadido, foram convencido, foram confiado, foram tido confiança",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram persuadido'.,Revisar o número do particípio; provável forma plural: 'persuadidos'.
πλανῆσαι,4105,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,desviar,"desviar, enganar, fazer vagar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'desviar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐπλανήθησαν,4105,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram desviado,"eles(as) foram desviado, foram enganado, foram feito vagar",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram desviado'.,Revisar o número do particípio; provável forma plural: 'desviados'.
πληρωθῆναι,4137,V-ANP,Verbo - Aoristo Infinitivo Passiva,preencher,"preencher, completar, cumprir",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'preencher'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
πληρωθῆτε,4137,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais preenchido,"vós sejais preenchido, sejais completado, sejais cumprido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais preenchido'.,Revisar o número do particípio; provável forma plural: 'preenchidos'.
πορευθῆναι,4198,V-ANP,Verbo - Aoristo Infinitivo Passiva,ir,"ir, prosseguir, viajar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'ir'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
προπεμφθῆναι,4311,V-ANP,Verbo - Aoristo Infinitivo Passiva,enviar,"enviar, acompanhar, escoltar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'enviar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
σαλευθῆναι,4531,V-ANP,Verbo - Aoristo Infinitivo Passiva,sacudir,"sacudir, mover, perturbar, ficar inquieto",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'sacudir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
σκανδαλισθήσεσθε,4624,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,tropeçareis,"vós tropeçareis, sereis ofendidos, se escandalizarão",passiva_a_confirmar,revisar,"'V-FIP-2P' é passiva, porém a passiva não está explícita em 'tropeçareis'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
σκανδαλισθῇ,4624,V-ASP-3S,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Singular,tropece,"ele(a) tropece, seja ofendido, se escandalize",passiva_a_confirmar,revisar,"'V-ASP-3S' é passiva, porém a passiva não está explícita em 'tropece'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
Σταυρωθήτω,4717,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é crucificado,ele(a) é crucificado,passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, porém a passiva não está explícita em 'é crucificado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
Συνχάρητέ,4796,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois alegrado com,vós sois alegrado com,passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois alegrado com'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συναχθήσονται,4863,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão reunido,eles(as) serão reunido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão reunido'.,Revisar o número do particípio; provável forma plural: 'reunidos'.
συναχθῆναι,4863,V-ANP,Verbo - Aoristo Infinitivo Passiva,reunir,reunir,passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'reunir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
συνηγέρθητε,4891,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes criado juntos,"vós fostes criado juntos, fostes despertado juntos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes criado'.,Revisar o número do particípio; provável forma plural: 'criados'.
συντελεῖσθαι,4931,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,completar,"completar, realizar, pôr fim",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'completar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐσφραγίσθητε,4972,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes selado,"vós fostes selados, fostes colocado um selo, fostes marcado com um selo",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes selado'.,Revisar o número do particípio; provável forma plural: 'selados'.
Σώθητε,4982,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois salvado,"vós sois salvado, sois resgatado, sois libertado, sois curado, sois preservado",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois salvado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
σωθησόμεθα,4982,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos salvado,"nós seremos salvado, seremos resgatado, seremos libertado, seremos curado, seremos preservado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'seremos salvado'.,Revisar o número do particípio; provável forma plural: 'salvados'.
Ταπεινώθητε,5013,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois humilhado,"vós sois humilhado, sois rebaixado",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois humilhado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐτέθησαν,5087,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram colocado,"eles(as) foram colocado, foram nomeado, foram estabelecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram colocado'.,Revisar o número do particípio; provável forma plural: 'colocados'.
ὑψωθῆναι,5312,V-ANP,Verbo - Aoristo Infinitivo Passiva,elevar,"elevar, exaltar, elevar alto",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'elevar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
φανῶσιν,5316,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam mostrado,"eles(as) sejam mostrado, sejam feito aparecer, sejam aparecido, sejam brilhado, sejam manifestado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam mostrado'.,Revisar o número do particípio; provável forma plural: 'mostrados'.
φανερωθῆναι,5319,V-ANP,Verbo - Aoristo Infinitivo Passiva,tornar manifesto,"tornar manifesto, revelar, dar a conhecer, mostrar abertamente.",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'tornar manifesto'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
Φιμώθητι,5392,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és silenciado,"tu és silenciado, és amordaçado",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és silenciado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
χωρίζεσθαι,5563,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,separar,"separar, dividir, partir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'separar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ὠφεληθῇς,5623,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas beneficiado,"tu sejas beneficiado, sejas lucrado, sejas ajudado",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'sejas beneficiado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἀγαλλιαθῆναι,21,V-ANP,Verbo - Aoristo Infinitivo Passiva,regozijar muito,"regozijar muito, exultar, ficar extremamente feliz.",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'regozijar muito'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἡγιάσθητε,37,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes santificado,"vós fostes santificado, fostes tornado santo, fostes consagrado, fostes separado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes santificado'.,Revisar o número do particípio; provável forma plural: 'santificados'.
ἁγνίσθητι,48,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és purificado,"tu és purificado, és limpado, és santificado",passiva_a_confirmar,revisar,"'V-AMP-2S' é passiva, porém a passiva não está explícita em 'és purificado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἠγοράσθησαν,59,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram comprado,"eles(as) foram comprado, foram resgatado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram comprado'.,Revisar o número do particípio; provável forma plural: 'comprados'.
ἀρθήτω,142,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é levantado,"ele(a) é levantado, é retirado, é levado embora.",passiva_a_confirmar,revisar,"'V-AMP-3S' é passiva, porém a passiva não está explícita em 'é levantado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἀρθῶσιν,142,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam levantado,"eles(as) sejam levantado, sejam retirado, sejam levado embora.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam levantado'.,Revisar o número do particípio; provável forma plural: 'levantados'.
αἰσχυνθῶμεν,153,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos envergonhado,"nós sejamos envergonhado, sejamos desonrado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos envergonhado'.,Revisar o número do particípio; provável forma plural: 'envergonhados'.
αἰχμαλωτισθήσονται,163,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão capturado,"eles(as) serão capturado, serão levado cativo",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão capturado'.,Revisar o número do particípio; provável forma plural: 'capturados'.
