forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
παρεδέχθησαν,3858,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram recebido,"eles(as) foram recebido, foram aceitado, foram reconhecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram recebido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
παραδοθήσεσθε,3860,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis entregado,"vós sereis entregado, sereis traído, sereis confiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sereis entregado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
παρεδόθητε,3860,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes entregado,"vós fostes entregado, fostes traído, fostes confiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes entregado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
παραιτεῖσθαι,3868,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,recusar,"recusar, rejeitar, evitar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'recusar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
παρακληθήσονται,3870,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão chamado para o seu lado,"eles(as) serão chamado para o seu lado, serão exortado, serão encorajado, serão confortado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão chamado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
παρακληθῆναι,3870,V-ANP,Verbo - Aoristo Infinitivo Passiva,chamar para o seu lado,"chamar para o seu lado, exortar, encorajar, confortar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'chamar para o seu lado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
παρακληθῶσιν,3870,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam chamado para o seu lado,"eles(as) sejam chamado para o seu lado, sejam exortado, sejam encorajado, sejam confortado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam chamado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
παρεκλήθησαν,3870,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram chamado para o seu lado,"eles(as) foram chamado para o seu lado, foram exortado, foram encorajado, foram confortado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram chamado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
παραπορεύεσθαι,3899,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,passar,"passar, viajar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'passar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
παρατιθέναι,3908,V-ANP,Verbo - Aoristo Infinitivo Passiva,colocar ao lado,"colocar ao lado, colocar diante, confiar, comprometer",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'colocar ao lado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
παρεισέδυσαν,3921,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram entrado secretamente,"eles(as) foram entrado secretamente, se foram infiltrado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram entrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πειρασθῆτε,3985,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais testado,"vós sejais testado, sejais tentado, sejais examinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais testado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐπειράσθησαν,3985,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram testado,"eles(as) foram testado, foram tentado, foram examinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram testado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
περιετμήθητε,4059,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes circuncidado,vós fostes circuncidado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes circuncidado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
περιτμηθῆναι,4059,V-ANP,Verbo - Aoristo Infinitivo Passiva,circuncidar,circuncidar,passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'circuncidar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
περιτμηθῆτε,4059,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais circuncidado,vós sejais circuncidado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais circuncidado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐπικράνθησαν,4087,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado amargo,"eles(as) foram tornado amargo, foram amargurado, foram exasperado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐπικράνθησαν,4087,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado amargo,"eles(as) foram tornado amargo, foram amargurado, foram exasperado",construcao_inadequada,alta,Particípio de 'tornar' sem concordância ou construção adequada.,"Usar 'tornados/tornadas' quando for passiva real, ou reescrever como 'tornaram-se'/'passaram a ser'."
πίμπρασθαι,4092,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,inchar,"inchar, inflamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'inchar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
πιστευθῆναι,4100,V-ANP,Verbo - Aoristo Infinitivo Passiva,acreditar,"acreditar, ter fé, confiar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'acreditar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐπιστεύθησαν,4100,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram acreditado,"eles(as) foram acreditado, foram tido fé, foram confiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram acreditado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πλανηθῆτε,4105,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais desviado,"vós sejais desviado, sejais enganado, sejais feito vagar",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais desviado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πλατύνθητε,4115,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois ampliado,vós sois ampliado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sois ampliado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πλεονεκτηθῶμεν,4122,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos cobiçado,"nós sejamos cobiçado, sejamos fraudado, sejamos tirado vantagem",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos cobiçado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πληθυνθῆναι,4129,V-ANP,Verbo - Aoristo Infinitivo Passiva,multiplicado,"multiplicado, aumento, medida mais completa",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'multiplicado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπληθύνθη,4129,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,multiplicado,"multiplicado, aumento, medida mais completa",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a passiva não está explícita em 'multiplicado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
πλησθῆναι,4130,V-ANP,Verbo - Aoristo Infinitivo Passiva,multiplicar,"multiplicar, aumentar, abundar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'multiplicar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
ἐπλουτίσθητε,4148,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes enriquecido,vós fostes enriquecido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes enriquecido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ποιήμασιν,4161,S-DNP,Substantivo - Dativo Neutro Plural,aos obras,aos obras,concordancia_nominal,alta,Contração masculina antes de feminino plural: 'aos obras'.,Trocar 'aos obras' por 'às obras'.
πορευθῆτε,4198,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais ido,"vós sejais ido, sejais prosseguido, sejais viajado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais ido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πορευθῶσιν,4198,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam ido,"eles(as) sejam ido, sejam prosseguido, sejam viajado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam ido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐποτίσθημεν,4222,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos dado para beber,"nós fomos dado para beber, fomos regado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos dado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐπρίσθησαν,4249,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram serrado,"eles(as) foram serrado, foram cortado com serra",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram serrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
προσέρχεσθαι,4334,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,chegar,"chegar, aproximar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'chegar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
προσεκλίθη,4346,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,inclinação,"inclinação, apego",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a passiva não está explícita em 'inclinação'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
προσωρμίσθησαν,4358,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram trazido para o porto,"eles(as) foram trazido para o porto, foram atracado, foram ancorado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram trazido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
προσετέθησαν,4369,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram adicionado,"eles(as) foram adicionado, foram aumentado, foram continuado, foram prosseguido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram adicionado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
προστεθῆναι,4369,V-ANP,Verbo - Aoristo Infinitivo Passiva,adicionar,"adicionar, aumentar, continuar, prosseguir",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'adicionar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
προσηνέχθησαν,4374,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram trazido,"eles(as) foram trazido, foram oferecido, foram apresentado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram trazido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πτοηθῆτε,4422,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais assustado,"vós sejais assustado, sejais aterrorizado, sejais ficado alarmado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais assustado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
πυνθάνεσθαι,4441,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,perguntar,"perguntar, aprender por investigação",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'perguntar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
πυροῦσθαι,4448,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,queimar,"queimar, incendiar, inflamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'queimar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ῥυσθῶμεν,4506,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos resgatado,"nós sejamos resgatado, sejamos entregado, sejamos salvado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos resgatado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ῥύεσθαι,4506,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,resgatar,"resgatar, entregar, salvar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'resgatar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
σαίνεσθαι,4525,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,abanar,"abanar, bajular",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'abanar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
σέβεσθαι,4576,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,adorar,"adorar, reverenciar, venerar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'adorar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐσείσθησαν,4579,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram sacudido,"eles(as) foram sacudido, foram feito tremer, foram agitado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram sacudido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
σκανδαλισθήσομαι,4624,V-FIP-1S,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Singular,tropeçarei,"eu tropeçarei, serei ofendido, me escandalizarei",passiva_a_confirmar,revisar,"'V-FIP-1S' é passiva, mas a passiva não está explícita em 'tropeçarei'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
σκανδαλισθῆτε,4624,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,tropeceis,"vós tropeceis, sejais ofendidos, se escandalizeis",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a passiva não está explícita em 'tropeceis'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐσκανδαλίσθησαν,4624,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,tropeçaram,"eles(as) tropeçaram, foram ofendidos, se escandalizaram",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a passiva não está explícita em 'tropeçaram'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
σκεύεσιν,4632,S-DNP,Substantivo - Dativo Neutro Plural,aos embarcações,aos embarcações,concordancia_nominal,alta,Contração masculina antes de feminino plural: 'aos embarcações'.,Trocar 'aos embarcações' por 'às embarcações'.
σκορπισθῆτε,4650,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais espalhado,"vós sejais espalhado, sejais dispersado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais espalhado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐστερεώθησαν,4732,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram firmado,"eles(as) foram firmado, foram estabelecido, foram fortalecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram firmado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
στηριχθῆναι,4741,V-ANP,Verbo - Aoristo Infinitivo Passiva,estabelecer,"estabelecer, fortalecer, consertar, definir firmemente",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'estabelecer'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
στραφῆτε,4762,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais virado,"vós sejais virado, sejais voltado, sejais convertido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais virado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
συλλημφθῆναι,4815,V-ANP,Verbo - Aoristo Infinitivo Passiva,apreender,"apreender, conceber, ajudar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'apreender'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
συλληφθῆναι,4815,V-ANP,Verbo - Aoristo Infinitivo Passiva,apreender,"apreender, conceber, ajudar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'apreender'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
συμπαρακληθῆναι,4837,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser confortado(a),"ser confortado(a), encorajado(a), exortado(a)",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a passiva não está explícita em 'ser confortado(a)'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συμφυεῖσαι,4855,V-APP-NFP,Verbo - Aoristo Particípio Passiva - Nominativo Feminino Plural,crescermos juntos,"crescermos juntos, nos unirmos, tricotarmos juntos",passiva_a_confirmar,revisar,"'V-APP-NFP' é passiva, mas a passiva não está explícita em 'crescermos juntos'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συνάχθητε,4863,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois reunido,vós sois reunido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sois reunido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
συνετάφημεν,4916,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos enterrado juntos,"nós fomos enterrado juntos, fomos sido enterrado com",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos enterrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
συνίστασθαι,4921,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,elogiar,"elogiar, estabelecer, demonstrar, provar, manter unido",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'elogiar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
συνετέλεσεν,4931,V-APP-GFP,Verbo - Aoristo Indicativo Ativa - 3ª Pessoa Singular,completou,"ele(a) completou, realizou, pôs fim",passiva_a_confirmar,revisar,"'V-APP-GFP' é passiva, mas a passiva não está explícita em 'completou'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
συνυπεκρίθησαν,4942,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram juntado à hipocrisia,"eles(as) foram juntado à hipocrisia, foram agido hipocritamente juntos",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram juntado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐσχίσθησαν,4977,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram dividido,"eles(as) foram dividido, foram separado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram dividido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
σώζεσθαι,4982,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,salvar,"salvar, resgatar, libertar, curar, preservar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'salvar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ταπεινοῦσθαι,5013,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,humilhar,"humilhar, rebaixar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'humilhar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ταραχθῆτε,5015,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais perturbado,"vós sejais perturbado, sejais incomodado, sejais agitado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais perturbado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
τελειωθῶσιν,5048,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam completado,"eles(as) sejam completado, sejam aperfeiçoado, sejam realizado, sejam posto fim.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam completado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
τελεσθήσονται,5055,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão completado,"eles(as) serão completado, serão terminado, serão cumprido, serão realizado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão completado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
τελεσθῆναι,5055,V-ANP,Verbo - Aoristo Infinitivo Passiva,completar,"completar, terminar, cumprir, realizar.",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'completar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
τελεσθῶσιν,5055,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam completado,"eles(as) sejam completado, sejam terminado, sejam cumprido, sejam realizado.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam completado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
τηρηθῆναι,5083,V-ANP,Verbo - Aoristo Infinitivo Passiva,manter,"manter, guardar, observar, zelar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'manter'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
τεθῆναι,5087,V-ANP,Verbo - Aoristo Infinitivo Passiva,colocar,"colocar, nomear, estabelecer",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'colocar'.",Revisar para 'ser + particípio' ou outra solução passiva adequada.
τεθῶσιν,5087,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam colocado,"eles(as) sejam colocado, sejam nomeado, sejam estabelecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam colocado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
τιμωρηθῶσιν,5097,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam punido,"eles(as) sejam punido, sejam vingado, sejam justificado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam punido'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
τρέφεσθαι,5142,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,nutrir,"nutrir, alimentar, educar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'nutrir'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
ἐτυμπανίσθησαν,5178,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram torturado,"eles(as) foram torturado, foram batido, foram tamborilado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram torturado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
τύπτεσθαι,5180,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,golpear,"golpear, bater, ferir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'golpear'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
τυφωθεὶς,5187,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,pretensioso,pretensioso,passiva_a_confirmar,revisar,"'V-APP-NMS' é passiva, mas a passiva não está explícita em 'pretensioso'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ὑποταγησόμεθα,5293,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos sujeitado,"nós seremos sujeitado, seremos subordinado, seremos submetido, seremos estado sob obediência",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'seremos sujeitado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ὑψωθῆτε,5312,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais elevado,"vós sejais elevado, sejais exaltado, sejais elevado alto",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais elevado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
φανῶμεν,5316,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos mostrado,"nós sejamos mostrado, sejamos feito aparecer, sejamos aparecido, sejamos brilhado, sejamos manifestado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos mostrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
ἐφάνησαν,5316,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram mostrado,"eles(as) foram mostrado, foram feito aparecer, foram aparecido, foram brilhado, foram manifestado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram mostrado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
φανερωθήσεσθε,5319,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis tornado manifesto,"vós sereis tornado manifesto, sereis revelado, sereis dado a conhecer, sereis mostrado abertamente.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sereis tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
φανερωθῶσιν,5319,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam tornado manifesto,"eles(as) sejam tornado manifesto, sejam revelado, sejam dado a conhecer, sejam mostrado abertamente.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam tornado'.,Revisar o número do particípio; provável forma plural terminada em '-s'.
