forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
διέρχεσθαι,1330,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,passar,"passar, viajar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'passar'.,Decidir pelo contexto; não corrigir automaticamente.
εἰσάγεσθαι,1521,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,trazer,"trazer, liderar, apresentar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'trazer'.,Decidir pelo contexto; não corrigir automaticamente.
ἐκπορεύεσθαι,1607,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,sair,"sair, prosseguir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'sair'.,Decidir pelo contexto; não corrigir automaticamente.
ἰᾶσθαι,2390,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,curar,"curar, restaurar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'curar'.,Decidir pelo contexto; não corrigir automaticamente.
κτᾶσθαι,2932,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,adquirir,"adquirir, obter, possuir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'adquirir'.,Decidir pelo contexto; não corrigir automaticamente.
μιμεῖσθαι,3401,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,imitar,"imitar, seguir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'imitar'.,Decidir pelo contexto; não corrigir automaticamente.
πλανῆσαι,4105,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,desviar,"desviar, sair do caminho",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'desviar'.,Decidir pelo contexto; não corrigir automaticamente.
συντελεῖσθαι,4931,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,completar,"completar, realizar, pôr fim",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'completar'.,Decidir pelo contexto; não corrigir automaticamente.
ἀναιρεῖσθαι,337,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,ocupar,"ocupar, matar, abolir, destruir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'ocupar'.,Decidir pelo contexto; não corrigir automaticamente.
ἀνανεοῦσθαι,365,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,renovar,"renovar, fazer novo novamente",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'renovar'.,Decidir pelo contexto; não corrigir automaticamente.
ἀναφαίνεσθαι,398,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,aparecer,"aparecer, manifestar, mostrar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'aparecer'.,Decidir pelo contexto; não corrigir automaticamente.
ἀντιλαμβάνεσθαι,482,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,ajudar,"ajudar, apoiar, tomar posse",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'ajudar'.,Decidir pelo contexto; não corrigir automaticamente.
ἀπαλλάσσεσθαι,525,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,remover,"remover, libertar, partir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'remover'.,Decidir pelo contexto; não corrigir automaticamente.
ἀποκρίνεσθαι,611,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,responder,responder,media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'responder'.,Decidir pelo contexto; não corrigir automaticamente.
ἀποκτέννεσθαι,615,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,matar,"matar, assassinar, condenar à morte",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'matar'.,Decidir pelo contexto; não corrigir automaticamente.
ἀποφθέγγεσθαι,669,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, declarar ou proferir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'falar'.,Decidir pelo contexto; não corrigir automaticamente.
ἀσπάζεσθαι,782,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,saudar,"saudar, abraçar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'saudar'.,Decidir pelo contexto; não corrigir automaticamente.
βαστάζεσθαι,941,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,suportar,"suportar, carregar, apoiar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'suportar'.,Decidir pelo contexto; não corrigir automaticamente.
βεβαιοῦσθαι,950,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,confirmar,"confirmar, estabelecer, tornar firme, seguro",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'confirmar'.,Decidir pelo contexto; não corrigir automaticamente.
βυθίζεσθαι,1036,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,mergulhar,"se afundar, mergulhar, submergir-se",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'mergulhar'.,Decidir pelo contexto; não corrigir automaticamente.
γεμίζεσθαι,1072,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,preencher,"preencher, ser preenchido, carregar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'preencher'.,Decidir pelo contexto; não corrigir automaticamente.
γράφεσθαι,1125,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,escrever,escrever,media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'escrever'.,Decidir pelo contexto; não corrigir automaticamente.
διαλογίζεσθαι,1260,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,raciocinar,"raciocinar, considerar, debater, ponderar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'raciocinar'.,Decidir pelo contexto; não corrigir automaticamente.
διαπορεύεσθαι,1279,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,passar,"passar, viajar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'passar'.,Decidir pelo contexto; não corrigir automaticamente.
ἐγκόπτεσθαι,1465,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,impedir,"impedir, cortar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'impedir'.,Decidir pelo contexto; não corrigir automaticamente.
ἐπικαλεῖσθαι,1941,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,chamar,"chamar, invocar, apelar, nomear",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'chamar'.,Decidir pelo contexto; não corrigir automaticamente.
ἐπισκέπτεσθαι,1980,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,visitar,"visitar, cuidar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'visitar'.,Decidir pelo contexto; não corrigir automaticamente.
ἐπιτελεῖσθαι,2005,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,completar,"completar, realizar, aperfeiçoar, terminar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'completar'.,Decidir pelo contexto; não corrigir automaticamente.
εὐοδοῦσθαι,2137,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,prosperar,"prosperar, ter sucesso, ter uma boa jornada",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'prosperar'.,Decidir pelo contexto; não corrigir automaticamente.
ἡγεῖσθαι,2233,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,liderar,"liderar, considerar, pensar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'liderar'.,Decidir pelo contexto; não corrigir automaticamente.
θλίβεσθαι,2346,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,pressionar,"pressionar, afligir, perturbar, oprimir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'pressionar'.,Decidir pelo contexto; não corrigir automaticamente.
ἱλάσκεσθαι,2433,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,propiciar,"propiciar, apaziguar, expiar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'propiciar'.,Decidir pelo contexto; não corrigir automaticamente.
καθαιρεῖσθαι,2507,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,derrubar,"derrubar, destruir, demolir, destronar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'derrubar'.,Decidir pelo contexto; não corrigir automaticamente.
καταποντίζεσθαι,2670,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,afundar,"afundar, submergir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'afundar'.,Decidir pelo contexto; não corrigir automaticamente.
κατηγορεῖσθαι,2723,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,acusar,"acusar, cobrar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'acusar'.,Decidir pelo contexto; não corrigir automaticamente.
κρατεῖσθαι,2902,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,apreender,"apreender, segurar, agarrar, reter, manter",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'apreender'.,Decidir pelo contexto; não corrigir automaticamente.
κωλύεσθαι,2967,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,impedir,"impedir, proibir, restringir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'impedir'.,Decidir pelo contexto; não corrigir automaticamente.
λαλεῖσθαι,2980,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, proferir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'falar'.,Decidir pelo contexto; não corrigir automaticamente.
μάχεσθαι,3164,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,lutar,"lutar, brigar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'lutar'.,Decidir pelo contexto; não corrigir automaticamente.
μεθύσκεσθαι,3182,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,embebedar,"embebedar, intoxicar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'embebedar'.,Decidir pelo contexto; não corrigir automaticamente.
παραδέχεσθαι,3858,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,receber,"receber, aceitar, reconhecer",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'receber'.,Decidir pelo contexto; não corrigir automaticamente.
παραιτεῖσθαι,3868,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,recusar,"recusar, rejeitar, evitar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'recusar'.,Decidir pelo contexto; não corrigir automaticamente.
παραπορεύεσθαι,3899,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,passar,"passar, viajar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'passar'.,Decidir pelo contexto; não corrigir automaticamente.
πίμπρασθαι,4092,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,inchar,"inchar, inflamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'inchar'.,Decidir pelo contexto; não corrigir automaticamente.
προσέρχεσθαι,4334,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,chegar,"chegar, aproximar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'chegar'.,Decidir pelo contexto; não corrigir automaticamente.
πυνθάνεσθαι,4441,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,perguntar,"perguntar, aprender por investigação",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'perguntar'.,Decidir pelo contexto; não corrigir automaticamente.
πυροῦσθαι,4448,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,queimar,"queimar, incendiar, inflamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'queimar'.,Decidir pelo contexto; não corrigir automaticamente.
ῥύεσθαι,4506,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,resgatar,"resgatar, entregar, salvar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'resgatar'.,Decidir pelo contexto; não corrigir automaticamente.
σαίνεσθαι,4525,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,abanar,"abanar, bajular",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'abanar'.,Decidir pelo contexto; não corrigir automaticamente.
σέβεσθαι,4576,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,adorar,"adorar, reverenciar, venerar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'adorar'.,Decidir pelo contexto; não corrigir automaticamente.
συνίστασθαι,4921,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,elogiar,"elogiar, estabelecer, demonstrar, provar, manter unido",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'elogiar'.,Decidir pelo contexto; não corrigir automaticamente.
σώζεσθαι,4982,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,salvar,"salvar, resgatar, libertar, curar, preservar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'salvar'.,Decidir pelo contexto; não corrigir automaticamente.
ταπεινοῦσθαι,5013,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,humilhar,"humilhar, rebaixar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'humilhar'.,Decidir pelo contexto; não corrigir automaticamente.
τρέφεσθαι,5142,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,nutrir,"nutrir, alimentar, educar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'nutrir'.,Decidir pelo contexto; não corrigir automaticamente.
τύπτεσθαι,5180,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,golpear,"golpear, bater, ferir",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'golpear'.,Decidir pelo contexto; não corrigir automaticamente.
φέρεσθαι,5342,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,suportar,"suportar, carregar, trazer, liderar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'suportar'.,Decidir pelo contexto; não corrigir automaticamente.
φθέγγεσθαι,5350,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, proferir, proclamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'falar'.,Decidir pelo contexto; não corrigir automaticamente.
χαρίζεσθαί,5483,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,conceder,"conceder, dar livremente, perdoar, mostrar favor",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'conceder'.,Decidir pelo contexto; não corrigir automaticamente.
χορτάζεσθαι,5526,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,alimentar,"alimentar, preencher, satisfazer",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'alimentar'.,Decidir pelo contexto; não corrigir automaticamente.
λογίζεσθαι,3049,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,calcular,"calcular, considerar, contabilizar, pensar, imputar.",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'calcular'.,Decidir pelo contexto; não corrigir automaticamente.
τηρεῖσθαι,5083,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,manter,"manter, guardar, observar, zelar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'manter'.,Decidir pelo contexto; não corrigir automaticamente.
ἐκδέχεται,1551,V-PIM/P-3S,Verbo - Presente Indicativo Média ou Passiva - 3ª Pessoa Singular,esperar,"esperar, procurar",media_passiva_ambigua,revisar,'V-PIM/P-3S' é média ou passiva e 'pt' é infinitivo ativo: 'esperar'.,Decidir pelo contexto; não corrigir automaticamente.
κομιεῖται,2865,V-FIM/P-3S-ATT,Verbo - Futuro Indicativo Média ou Passiva - 3ª Pessoa Singular,receber,"receber, trazer, carregar, recuperar",media_passiva_ambigua,revisar,'V-FIM/P-3S-ATT' é média ou passiva e 'pt' é infinitivo ativo: 'receber'.,Decidir pelo contexto; não corrigir automaticamente.
παραστησόμεθα,3936,V-FIM/P-1P,Verbo - Futuro Indicativo Média ou Passiva - 1ª Pessoa Plural,apresentar,"apresentar, aguardar, fornecer, oferecer",media_passiva_ambigua,revisar,'V-FIM/P-1P' é média ou passiva e 'pt' é infinitivo ativo: 'apresentar'.,Decidir pelo contexto; não corrigir automaticamente.
