grego;strongs;campo;palavra_suspeita;texto_contexto;sugestao;decisao
Ῥώμῃ;4516;traducao;roma;a Roma;REVISAR MANUALMENTE;Roma
Ῥώμῃ;4516;pt;roma;a Roma;REVISAR MANUALMENTE;Roma
Ῥώμης;4516;traducao;roma;da roma;REVISAR MANUALMENTE;Roma
Ῥώμης;4516;pt;roma;da roma;REVISAR MANUALMENTE;Roma
Ῥώμην;4516;traducao;roma;Roma;REVISAR MANUALMENTE;Roma
Ῥώμην;4516;pt;roma;Roma;REVISAR MANUALMENTE;Roma
Σαδώκ;4524;traducao;zadoque;Zadoque;REVISAR MANUALMENTE;Zadoque
Σαδώκ;4524;pt;zadoque;Zadoque;REVISAR MANUALMENTE;Zadoque
Σαλαθιήλ;4528;traducao;salatiel;Salatiel;REVISAR MANUALMENTE;Salatiel
Σαλαθιήλ;4528;pt;salatiel;Salatiel;REVISAR MANUALMENTE;Salatiel
Σαλαμῖνι;4529;traducao;salamina;à salamina;REVISAR MANUALMENTE;Salamina
Σαλαμῖνι;4529;pt;salamina;à salamina;REVISAR MANUALMENTE;Salamina
Σαλμώνην;4534;traducao;salmone;Salmone;REVISAR MANUALMENTE;Salmon
Σαλμώνην;4534;pt;salmone;Salmone;REVISAR MANUALMENTE;Salmon
σαλπιστῶν;4538;traducao;trompetistos;dos trompetistos;REVISAR MANUALMENTE;trompetistas
σαλπιστῶν;4538;pt;trompetistos;dos trompetistos;REVISAR MANUALMENTE;trompetistas
Σαλώμη;4539;traducao;salomé;Salomé;REVISAR MANUALMENTE;Salomé
Σαλώμη;4539;pt;salomé;Salomé;REVISAR MANUALMENTE;Salomé
Σαμαρείας;4540;traducao;samaria;de Samaria;Samaria;Samaria
Σαμαρείας;4540;pt;samaria;de Samaria;Samaria;Samaria
Σαμάρεια;4540;traducao;samaria;Samaria;Samaria;Samaria
Σαμάρεια;4540;pt;samaria;Samaria;Samaria;Samaria
Σαμάρειαν;4540;traducao;samaria;Samaria;Samaria;Samaria
Σαμάρειαν;4540;pt;samaria;Samaria;Samaria;Samaria
Σαμοθρᾴκην;4543;traducao;samotrácia;samotrácia;REVISAR MANUALMENTE;Samotrácia
Σαμοθρᾴκην;4543;pt;samotrácia;samotrácia;REVISAR MANUALMENTE;Samotrácia
Σαμουὴλ;4545;traducao;samuel;Samuel;REVISAR MANUALMENTE;Samuel
Σαμουὴλ;4545;pt;samuel;Samuel;REVISAR MANUALMENTE;Samuel
σανδάλιά;4547;traducao;sandálios;sandálios;REVISAR MANUALMENTE;sandálias
σανδάλιά;4547;pt;sandálios;sandálios;REVISAR MANUALMENTE;sandálias
Σαούλ;4549;traducao;saul;Saul;Saul;Saul
Σαούλ;4549;pt;saul;Saul;Saul;Saul
Σάρεπτα;4558;traducao;sarepta;Sarepta;REVISAR MANUALMENTE;Sarepta
Σάρεπτα;4558;pt;sarepta;Sarepta;REVISAR MANUALMENTE;Sarepta
Σερούχ;4562;traducao;serugue;serugue;REVISAR MANUALMENTE;Serugue
Σερούχ;4562;pt;serugue;serugue;REVISAR MANUALMENTE;Serugue
ἀσσάρωνα;4565;traducao;sarom;Sarom;REVISAR MANUALMENTE;Sarom
ἀσσάρωνα;4565;pt;sarom;Sarom;REVISAR MANUALMENTE;Sarom
Σαρῶνα;4565;traducao;sharon;sharon;REVISAR MANUALMENTE;Sarom
Σαρῶνα;4565;pt;sharon;sharon;REVISAR MANUALMENTE;Sarom
σατᾶν;4566;traducao;sataná;sataná;REVISAR MANUALMENTE;Satanás
σατᾶν;4566;pt;sataná;sataná;REVISAR MANUALMENTE;Satanás
Σαύλῳ;4569;traducao;saulo;ao Saulo;Saulo;Saulo
Σαύλῳ;4569;pt;saulo;ao Saulo;Saulo;Saulo
Σαύλου;4569;traducao;saulo;do Saulo;Saulo;Saulo
Σαύλου;4569;pt;saulo;do Saulo;Saulo;Saulo
Σαῦλος;4569;traducao;saulo;Saulo;Saulo;Saulo
Σαῦλος;4569;pt;saulo;Saulo;Saulo;Saulo
Σαῦλον;4569;traducao;saulo;Saulo;Saulo;Saulo
Σαῦλον;4569;pt;saulo;Saulo;Saulo;Saulo
Σελεύκειαν;4581;traducao;selêucia;Selêucia;REVISAR MANUALMENTE;Selêucia
Σελεύκειαν;4581;pt;selêucia;Selêucia;REVISAR MANUALMENTE;Selêucia
Σεργίῳ;4588;traducao;sérgio;ao Sérgio;REVISAR MANUALMENTE;Sérgio
Σεργίῳ;4588;pt;sérgio;ao Sérgio;REVISAR MANUALMENTE;Sérgio
ἐσίγησεν;4601;traducao;manteu;ele(a) ficou em silêncio, manteu o silêncio, manteu a paz;REVISAR MANUALMENTE;manteve
ἐσίγησεν;4601;traducao;manteu;ele(a) ficou em silêncio, manteu o silêncio, manteu a paz;REVISAR MANUALMENTE;manteve
Σιδῶνι;4605;traducao;sidon;a Sidon;REVISAR MANUALMENTE;Sidon
Σιδῶνι;4605;pt;sidon;a Sidon;REVISAR MANUALMENTE;Sidon
Σιδῶνος;4605;traducao;sidon;de Sidon;REVISAR MANUALMENTE;Sidon
Σιδῶνος;4605;pt;sidon;de Sidon;REVISAR MANUALMENTE;Sidon
Σιδῶνα;4605;traducao;sídon;sídon;REVISAR MANUALMENTE;Sidon
Σιδῶνα;4605;pt;sídon;sídon;REVISAR MANUALMENTE;Sidon
Σιλωάμ;4611;traducao;siloé;Siloé;REVISAR MANUALMENTE;Siloé
Σιλωάμ;4611;pt;siloé;Siloé;REVISAR MANUALMENTE;Siloé
Σοδόμοις;4670;traducao;sodoma;a Sodoma;REVISAR MANUALMENTE;Sodoma
Σοδόμοις;4670;pt;sodoma;a Sodoma;REVISAR MANUALMENTE;Sodoma
Σοδόμων;4670;traducao;sodoma;de Sodoma;REVISAR MANUALMENTE;Sodoma
Σοδόμων;4670;pt;sodoma;de Sodoma;REVISAR MANUALMENTE;Sodoma
Σόδομα;4670;traducao;sodoma;Sodoma;REVISAR MANUALMENTE;Sodoma
Σόδομα;4670;pt;sodoma;Sodoma;REVISAR MANUALMENTE;Sodoma
σπανίαν;4681;traducao;espanha;Espanha;REVISAR MANUALMENTE;Espanha
σπανίαν;4681;pt;espanha;Espanha;REVISAR MANUALMENTE;Espanha
στεῖραι;4723;traducao;estéris;estéris;REVISAR MANUALMENTE;estéreis
στεῖραι;4723;pt;estéris;estéris;REVISAR MANUALMENTE;estéreis
στεναγμοῖς;4726;traducao;gemendos;aos gemendos;REVISAR MANUALMENTE;gemendo
στεναγμοῖς;4726;pt;gemendos;aos gemendos;REVISAR MANUALMENTE;gemendo
στενοχωρεῖσθε;4729;pt;estáis;estáis angustiado;REVISAR MANUALMENTE;estais
στενοχωρεῖσθε;4729;traducao;estáis;vós estáis angustiado, estáis em dificuldade, estáis em um lugar estreito;REVISAR MANUALMENTE;estais
στενοχωρεῖσθε;4729;traducao;estáis;vós estáis angustiado, estáis em dificuldade, estáis em um lugar estreito;REVISAR MANUALMENTE;estais
στενοχωρεῖσθε;4729;traducao;estáis;vós estáis angustiado, estáis em dificuldade, estáis em um lugar estreito;REVISAR MANUALMENTE;estais
Στεφάνῳ;4736;traducao;estêvão;ao Estêvão;REVISAR MANUALMENTE;Estêvão
Στεφάνῳ;4736;pt;estêvão;ao Estêvão;REVISAR MANUALMENTE;Estêvão
Στεφάνου;4736;traducao;estêvão;do Estêvão;REVISAR MANUALMENTE;Estêvão
Στεφάνου;4736;pt;estêvão;do Estêvão;REVISAR MANUALMENTE;Estêvão
Στοϊκῶν;4770;traducao;estóicos;dos estóicos;REVISAR MANUALMENTE;estóicos
Στοϊκῶν;4770;pt;estóicos;dos estóicos;REVISAR MANUALMENTE;estóicos
συκοφαντήσητε;4811;traducao;extorquais;vós acuseis falsamente, extorquais, fraudeis;REVISAR MANUALMENTE;
Συμεών;4826;pt;simeão;Simeão;Simeão;Simeão
Συμεών;4826;traducao;simeão;Simeão, Simão;Simeão;Simeão
σύμφημι;4852;traducao;reuno;eu reuno, sou lucrativo, sou conveniente.;REVISAR MANUALMENTE;reúno
σύμφημι;4852;pt;reuno;reuno;REVISAR MANUALMENTE;reúno
συναναπαύσωμαι;4875;pt;desçansar;desçansar;REVISAR MANUALMENTE;descansar
συναναπαύσωμαι;4875;traducao;desçansar;desçansar, encontrar desçanso juntos;REVISAR MANUALMENTE;descansar
συναναπαύσωμαι;4875;traducao;desçanso;desçansar, encontrar desçanso juntos;REVISAR MANUALMENTE;descanso
συνέχομαι;4912;traducao;restringo;eu mantenho unido, restringo, obrigo, pressiono;REVISAR MANUALMENTE;restrinjo
συνίστημι;4921;traducao;estabeleco;eu elogio, estabeleco, demonstro, provo, manto unido;REVISAR MANUALMENTE;estabeleço
συνεστήσατε;4921;traducao;mantestes;vós elogiastes, estabelecestes, demonstrastes, provastes, mantestes unido;REVISAR MANUALMENTE;mantivestes
Συντύχην;4941;traducao;síntique;Síntique;REVISAR MANUALMENTE;Síntique
Συντύχην;4941;pt;síntique;Síntique;REVISAR MANUALMENTE;Síntique
Συροφοινίκισσα;4949;traducao;sirofenícia;mulher sirofenícia;REVISAR MANUALMENTE;siro-fenícia
Συροφοινίκισσα;4949;pt;sirofenícia;mulher sirofenícia;REVISAR MANUALMENTE;siro-fenícia
συραφοινίκισσα;4949;traducao;sirofenícia;mulher sirofenícia;REVISAR MANUALMENTE;siro-fenícia
συραφοινίκισσα;4949;pt;sirofenícia;mulher sirofenícia;REVISAR MANUALMENTE;siro-fenícia
Σύρτιν;4950;traducao;sirti;sirti;REVISAR MANUALMENTE;Sirti
Σύρτιν;4950;pt;sirti;sirti;REVISAR MANUALMENTE;Sirti
σύρτην;4950;traducao;sirti;sirti;REVISAR MANUALMENTE;Sirti
σύρτην;4950;pt;sirti;sirti;REVISAR MANUALMENTE;Sirti
Συχὰρ;4965;traducao;sicar;Sicar;REVISAR MANUALMENTE;Sicar
Συχὰρ;4965;pt;sicar;Sicar;REVISAR MANUALMENTE;Sicar
Συχέμ;4966;traducao;siquém;Siquém;REVISAR MANUALMENTE;Siquém
Συχέμ;4966;pt;siquém;Siquém;REVISAR MANUALMENTE;Siquém
Σώπατρος;4986;traducao;sópater;Sópater;REVISAR MANUALMENTE;Sópater
Σώπατρος;4986;pt;sópater;Sópater;REVISAR MANUALMENTE;Sópater
Σωσθένην;4988;traducao;sóstene;Sóstene;REVISAR MANUALMENTE;Sóstenes
Σωσθένην;4988;pt;sóstene;Sóstene;REVISAR MANUALMENTE;Sóstenes
Σωσθένης;4988;traducao;sóstene;Sóstene;REVISAR MANUALMENTE;Sóstenes
Σωσθένης;4988;pt;sóstene;Sóstene;REVISAR MANUALMENTE;Sóstenes
σωσίπατρος;4989;traducao;sosípatro;Sosípatro;REVISAR MANUALMENTE;Sosípatro
σωσίπατρος;4989;pt;sosípatro;Sosípatro;REVISAR MANUALMENTE;Sosípatro
σωφρονήσατε;4993;traducao;autocontrolado;vós tende a mente sã, sede autocontrolado, tende a mente sóbria;REVISAR MANUALMENTE;Tabita
Ταβιθά;5000;traducao;tabito;Tabito;REVISAR MANUALMENTE;Tabita
Ταβιθά;5000;pt;tabito;Tabito;REVISAR MANUALMENTE;Tabita
ταβηθά;5000;traducao;tabito;Tabito;REVISAR MANUALMENTE;Tabita
ταβηθά;5000;pt;tabito;Tabito;REVISAR MANUALMENTE;Tabita
τεράτων;5059;traducao;maravilhos;dos maravilhos;REVISAR MANUALMENTE;maravilhas
τεράτων;5059;pt;maravilhos;dos maravilhos;REVISAR MANUALMENTE;maravilhas
Τερτύλλου;5061;traducao;tértulo;do Tértulo;REVISAR MANUALMENTE;Tértulo
Τερτύλλου;5061;pt;tértulo;do Tértulo;REVISAR MANUALMENTE;Tértulo
Τέρτυλλος;5061;traducao;tértulo;Tértulo;REVISAR MANUALMENTE;Tértulo
Τέρτυλλος;5061;pt;tértulo;Tértulo;REVISAR MANUALMENTE;Tértulo
τεσσαρακονταετῆ;5063;traducao;quarento;quarento anos;REVISAR MANUALMENTE;quarenta
τεσσαρακονταετῆ;5063;pt;quarento;quarento anos;REVISAR MANUALMENTE;quarenta
τεσσαρακονταετὴς;5063;traducao;quarento;quarento anos;REVISAR MANUALMENTE;quarenta
τεσσαρακονταετὴς;5063;pt;quarento;quarento anos;REVISAR MANUALMENTE;quarenta
τετραάρχου;5076;traducao;tetrarco;do tetrarco;REVISAR MANUALMENTE;tetrarca
τετραάρχου;5076;pt;tetrarco;do tetrarco;REVISAR MANUALMENTE;tetrarca
τετράρχου;5076;traducao;tetrarco;do tetrarco;REVISAR MANUALMENTE;tetrarca
τετράρχου;5076;pt;tetrarco;do tetrarco;REVISAR MANUALMENTE;tetrarca
τετηρήκασιν;5083;traducao;manteram;eles(as) manteram, guardaram, observaram, zelaram;REVISAR MANUALMENTE;mantiveram
τετηρήκασιν;5083;pt;manteram;manteram;REVISAR MANUALMENTE;mantiveram
ἐτήρησάς;5083;pt;manteste;manteste;REVISAR MANUALMENTE;mantiveste
τετήρηκας;5083;pt;manteste;manteste;REVISAR MANUALMENTE;mantiveste
ἐτήρησάς;5083;traducao;manteste;tu manteste, guardaste, observaste, zelaste;REVISAR MANUALMENTE;mantiveste
τετήρηκας;5083;traducao;manteste;tu manteste, guardaste, observaste, zelaste;REVISAR MANUALMENTE;mantiveste
Τιβεριάδος;5085;traducao;tiberíades;de Tiberíades;REVISAR MANUALMENTE;Tiberíades
Τιβεριάδος;5085;pt;tiberíades;de Tiberíades;REVISAR MANUALMENTE;Tiberíades
Τιβερίου;5086;traducao;tibério;do Tibério;REVISAR MANUALMENTE;Tibério
Τιβερίου;5086;pt;tibério;do Tibério;REVISAR MANUALMENTE;Tibério
Τιμαίου;5090;traducao;timeu;do Timeu;REVISAR MANUALMENTE;Timeu
Τιμαίου;5090;pt;timeu;do Timeu;REVISAR MANUALMENTE;Timeu
Τιμοθέῳ;5095;traducao;timóteo;ao Timóteo;Timóteo;Timóteo
Τιμοθέῳ;5095;pt;timóteo;ao Timóteo;Timóteo;Timóteo
Τιμοθέου;5095;traducao;timóteo;do Timóteo;Timóteo;Timóteo
Τιμοθέου;5095;pt;timóteo;do Timóteo;Timóteo;Timóteo
τιμοθεος;5095;traducao;timóteo;Timóteo;Timóteo;Timóteo
τιμοθεος;5095;pt;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεον;5095;traducao;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεον;5095;pt;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεε;5095;traducao;timóteo;Timóteo;Timóteo;Timóteo
Τιμόθεε;5095;pt;timóteo;Timóteo;Timóteo;Timóteo
τραπεζίταις;5133;traducao;doladores;aos doladores de dinheiro;REVISAR MANUALMENTE;
τραπεζίταις;5133;pt;doladores;aos doladores de dinheiro;REVISAR MANUALMENTE;
τετραχηλισμένα;5136;traducao;expido;tendo se desnudado, tendo se expido;REVISAR MANUALMENTE;exposto
Τραχωνίτιδος;5139;traducao;traconite;da traconite;REVISAR MANUALMENTE;Traconites
Τραχωνίτιδος;5139;pt;traconite;da traconite;REVISAR MANUALMENTE;Traconites
τρέφηται;5142;traducao;educe;ele(a) nutra, alimente, educe;REVISAR MANUALMENTE;eduque
τρίζει;5149;traducao;moe;ele(a) range, moe;REVISAR MANUALMENTE;mói
Τρόφιμον;5161;traducao;trófimo;Trófimo;REVISAR MANUALMENTE;Trófimo
Τρόφιμον;5161;pt;trófimo;Trófimo;REVISAR MANUALMENTE;Trófimo
Τρόφιμος;5161;traducao;trófimo;Trófimo;REVISAR MANUALMENTE;Trófimo
Τρόφιμος;5161;pt;trófimo;Trófimo;REVISAR MANUALMENTE;Trófimo
Τρῳάδι;5174;traducao;trôade;à Trôade;REVISAR MANUALMENTE;Trôade
Τρῳάδι;5174;pt;trôade;à Trôade;REVISAR MANUALMENTE;Trôade
Τρῳάδος;5174;traducao;trôade;da Trôade;REVISAR MANUALMENTE;Trôade
Τρῳάδος;5174;pt;trôade;da Trôade;REVISAR MANUALMENTE;Trôade
Τρῳάδα;5174;traducao;trôade;Trôade;REVISAR MANUALMENTE;Trôade
Τρῳάδα;5174;pt;trôade;Trôade;REVISAR MANUALMENTE;Trôade
Τύχικος;5190;traducao;tíquico;Tíquico;REVISAR MANUALMENTE;Tíquico
Τύχικος;5190;pt;tíquico;Tíquico;REVISAR MANUALMENTE;Tíquico
Τύχικον;5190;traducao;tíquico;Tíquico;REVISAR MANUALMENTE;Tíquico
Τύχικον;5190;pt;tíquico;Tíquico;REVISAR MANUALMENTE;Tíquico
ὑδρωπικὸς;5203;traducao;hidropisical;hidropisical;REVISAR MANUALMENTE;hidrópico
ὑδρωπικὸς;5203;pt;hidropisical;hidropisical;REVISAR MANUALMENTE;hidrópico
ὑποκριτῶν;5273;traducao;hipócritos;dos hipócritos;REVISAR MANUALMENTE;hipócritas
ὑποκριτῶν;5273;pt;hipócritos;dos hipócritos;REVISAR MANUALMENTE;hipócritas
ὑποκριτά;5273;traducao;hipócrito;hipócrito;REVISAR MANUALMENTE;hipócrita
ὑποκριτά;5273;pt;hipócrito;hipócrito;REVISAR MANUALMENTE;hipócrita
ὑπέθηκαν;5294;traducao;properam;eles(as) estabeleceram, sugeriram, properam, definiram antes;REVISAR MANUALMENTE;propuseram
ὑπωπιάζῃ;5299;pt;atace;atace sob os olhos;REVISAR MANUALMENTE;ataque
ὑποπιάζῃ;5299;pt;atace;atace sob os olhos;REVISAR MANUALMENTE;ataque
ὑποπιάζῃ;5299;traducao;esbofetee;ele(a) ataque sob os olhos, esbofetee, discipline;REVISAR MANUALMENTE;esbofeteie
Φάλεκ;5317;traducao;pelegue;Pelegue;REVISAR MANUALMENTE;Pelegue
Φάλεκ;5317;pt;pelegue;Pelegue;REVISAR MANUALMENTE;Pelegue
φάλεγ;5317;traducao;pelegue;Pelegue;REVISAR MANUALMENTE;Pelegue
φάλεγ;5317;pt;pelegue;Pelegue;REVISAR MANUALMENTE;Pelegue
Φανουήλ;5323;traducao;fanuel;Fanuel;REVISAR MANUALMENTE;Fanuel
Φανουήλ;5323;pt;fanuel;Fanuel;REVISAR MANUALMENTE;Fanuel
Φήλικι;5344;traducao;félix;ao Félix;REVISAR MANUALMENTE;Félix
Φήλικι;5344;pt;félix;ao Félix;REVISAR MANUALMENTE;Félix
Φήλικος;5344;traducao;félix;do Félix;REVISAR MANUALMENTE;Félix
Φήλικος;5344;pt;félix;do Félix;REVISAR MANUALMENTE;Félix
Φῆλιξ;5344;traducao;félix;Félix;REVISAR MANUALMENTE;Félix
Φῆλιξ;5344;pt;félix;Félix;REVISAR MANUALMENTE;Félix
Φήλικα;5344;traducao;félix;Félix;REVISAR MANUALMENTE;Félix
Φήλικα;5344;pt;félix;Félix;REVISAR MANUALMENTE;Félix
φθείρονται;5351;pt;destróem;destróem;REVISAR MANUALMENTE;destroem
φθείρουσιν;5351;pt;destróem;destróem;REVISAR MANUALMENTE;destroem
φθείρονται;5351;traducao;destróem;eles(as) destróem, corrompem, estragam;REVISAR MANUALMENTE;destroem
φθείρουσιν;5351;traducao;destróem;eles(as) destróem, corrompem, estragam;REVISAR MANUALMENTE;destroem
Φιλαδελφείᾳ;5359;traducao;filadélfia;à Filadélfia;REVISAR MANUALMENTE;Filadélfia
Φιλαδελφείᾳ;5359;pt;filadélfia;à Filadélfia;REVISAR MANUALMENTE;Filadélfia
Φιλαδέλφειαν;5359;traducao;filadélfia;Filadélfia;REVISAR MANUALMENTE;Filadélfia
Φιλαδέλφειαν;5359;pt;filadélfia;Filadélfia;REVISAR MANUALMENTE;Filadélfia
Φιλήμονι;5371;traducao;filemom;ao Filemom;REVISAR MANUALMENTE;Filemon
Φιλήμονι;5371;pt;filemom;ao Filemom;REVISAR MANUALMENTE;Filemon
Φιλίπποις;5375;traducao;filipos;aos Filipos;REVISAR MANUALMENTE;Filipos
Φιλίπποις;5375;pt;filipos;aos Filipos;REVISAR MANUALMENTE;Filipos
Φιλίππων;5375;traducao;filipos;de Filipos;REVISAR MANUALMENTE;Filipos
Φιλίππων;5375;pt;filipos;de Filipos;REVISAR MANUALMENTE;Filipos
Φιλίππους;5375;traducao;filipos;Filipos;REVISAR MANUALMENTE;Filipos
Φιλίππους;5375;pt;filipos;Filipos;REVISAR MANUALMENTE;Filipos
φλέγοντα;5393;traducao;flégon;flégon;REVISAR MANUALMENTE;Flegon
φλέγοντα;5393;pt;flégon;flégon;REVISAR MANUALMENTE;Flegon
φοίβην;5402;traducao;febe;Febe;REVISAR MANUALMENTE;Febe
φοίβην;5402;pt;febe;Febe;REVISAR MANUALMENTE;Febe
φρόνημα;5427;traducao;mindset;mindset;REVISAR MANUALMENTE;pensamento
φρόνημα;5427;pt;mindset;mindset;REVISAR MANUALMENTE;pensamento
Χαναὰν;5477;traducao;canaã;Canaã;REVISAR MANUALMENTE;Canaã
Χαναὰν;5477;pt;canaã;Canaã;REVISAR MANUALMENTE;Canaã
χάρακά;5482;traducao;paliçado;paliçado;REVISAR MANUALMENTE;estaca
χάρακά;5482;pt;paliçado;paliçado;REVISAR MANUALMENTE;estaca
Χαρράν;5488;traducao;harã;Harã;REVISAR MANUALMENTE;Harã
Χαρράν;5488;pt;harã;Harã;REVISAR MANUALMENTE;Harã
Χερουβὶν;5502;traducao;querubin;querubin;REVISAR MANUALMENTE;querubim
Χερουβὶν;5502;pt;querubin;querubin;REVISAR MANUALMENTE;querubim
χερουβὶμ;5502;traducao;querubin;querubin;REVISAR MANUALMENTE;querubim
χερουβὶμ;5502;pt;querubin;querubin;REVISAR MANUALMENTE;querubim
χιλιάσιν;5505;traducao;mis;às mis;REVISAR MANUALMENTE;mil
χιλιάσιν;5505;pt;mis;às mis;REVISAR MANUALMENTE;mil
χιλίων;5507;traducao;mis;dos mis;REVISAR MANUALMENTE;mil
χιλίων;5507;pt;mis;dos mis;REVISAR MANUALMENTE;mil
χιλίας;5507;traducao;mis;mis;REVISAR MANUALMENTE;mil
χιλίας;5507;pt;mis;mis;REVISAR MANUALMENTE;mil
Χλόης;5514;traducao;chloe;da Chloe;REVISAR MANUALMENTE;Chloe
Χλόης;5514;pt;chloe;da Chloe;REVISAR MANUALMENTE;Chloe
Χοραζίν;5523;traducao;corazino;corazino;REVISAR MANUALMENTE;Corazin
Χοραζίν;5523;pt;corazino;corazino;REVISAR MANUALMENTE;Corazin
χορηγήσαι;5524;traducao;forneca;ele(a) forneca;REVISAR MANUALMENTE;forneça
χορηγήσαι;5524;pt;forneca;forneca;REVISAR MANUALMENTE;forneça
Χουζᾶ;5529;traducao;cuza;de Cuza;REVISAR MANUALMENTE;Cuza
Χουζᾶ;5529;pt;cuza;de Cuza;REVISAR MANUALMENTE;Cuza
ψαλλέτω;5567;traducao;toce;ele(a) cante, faça melodia, toce instrumento de cordas.;REVISAR MANUALMENTE;toque
ψιχίων;5589;traducao;migalhos;dos migalhos;REVISAR MANUALMENTE;migalhas
ψιχίων;5589;pt;migalhos;dos migalhos;REVISAR MANUALMENTE;migalhas
Ἰωβὴδ;5601;traducao;obede;Obede;REVISAR MANUALMENTE;Obede
Ἰωβὴδ;5601;pt;obede;Obede;REVISAR MANUALMENTE;Obede
Ὠβὴδ;5601;traducao;obede;Obede;REVISAR MANUALMENTE;Obede
Ὠβὴδ;5601;pt;obede;Obede;REVISAR MANUALMENTE;Obede
ὡσηὲ;5617;traducao;oséio;oséio;REVISAR MANUALMENTE;Oséias
ὡσηὲ;5617;pt;oséio;oséio;REVISAR MANUALMENTE;Oséias
